Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%),Raw Asset Class,Simplified Asset Class
PFIG,Invesco Fundamental Investment Grade Corporate Bond ETF,Bond,"$82,817,000",0.92%,"29,577",$23.48,-0.55%,No,False,-1.52%,-0.96%,5.11%,2.35%,1.89%,"$25,974,050.00",$0.00,"$2,374,950.00","$29,536,850.00","$45,922,350.00","$21,857,700.00",Corporate Bonds,2011-09-15,0.22%,,$0.97,2025-03-24,$0.07,4.09%,0.0,0.19,785.0,5.22%,40%,20%,1099,$23.56,$23.94,,,41.07,B-,B-,B,B,B,B+,6.61,71.82%,56.46%,193.59,11.03%,4.40%,Bond,Bond
FCVT,First Trust SSI Strategic Convertible Securities ETF,Bond,"$62,344,800",-10.76%,"33,589",$32.61,0.31%,No,False,-6.99%,-7.59%,-1.83%,-3.03%,8.89%,"-$9,391,550.00","-$11,741,500.00","-$20,640,800.00","-$14,456,000.00","-$134,539,083.50","-$107,023,844.00",Preferred Stock/Convertible Bonds,2015-11-03,0.95%,,$0.62,2025-03-27,$0.08,1.89%,0.0,0.76,113.0,30.50%,40%,20%,1099,$32.89,$36.98,,,29.12,B-,C,,C,C,B+,5.89,0.88%,34.31%,154.67,8.85%,9.39%,Bond,Bond
TYD,Direxion Daily 7-10 Year Treasury Bull 3x Shares,Bond,"$53,625,600",7.71%,"78,252",$25.14,-1.80%,No,3x,-1.91%,1.56%,4.49%,-12.12%,-15.00%,"$1,193,100.00","-$3,831,450.00","-$1,325,550.00","$9,805,000.00","$44,409,000.00","$55,859,350.00",Leveraged Bonds,2009-04-16,1.06%,,$0.82,2025-03-25,$0.12,3.21%,0.0,0.12,2.0,100.00%,40%,20%,1099,$24.10,$26.34,$24.91,$25.52,51.79,B,B,C+,B+,B,B+,5.71,0.00%,30.67%,1.57,0.00%,0.00%,Bond,Bond
INMU,iShares Intermediate Muni Income Active ETF,Bond,"$53,429,700",-1.87%,"33,415",$22.95,-2.22%,No,False,-2.90%,-3.32%,0.73%,1.63%,,"$14,185,450.00","$2,362,780.00","$7,094,580.00","$35,523,550.00","$30,094,710.00","$30,094,710.00",National Munis,2021-03-16,0.30%,,$0.82,2025-04-01,$0.07,3.54%,0.0,0.19,139.0,21.07%,40%,20%,1099,$23.32,$23.84,$22.75,$23.27,27.03,C,B-,,B+,A,,0.0,,,,,,Bond,Bond
LQDB,iShares BBB Rated Corporate Bond ETF,Bond,"$42,269,400",-0.29%,"1,184",$83.64,-1.16%,No,False,-2.64%,-2.13%,3.44%,1.36%,,$0.00,$0.00,$0.00,"$8,730,994.20","-$11,409,455.80","-$20,739,335.80",Corporate Bonds,2021-05-18,0.15%,,$3.91,2025-04-01,$0.35,4.63%,0.0,0.41,1055.0,7.43%,40%,20%,1099,$84.51,$86.42,$83.31,$84.31,34.73,C,B,,B-,A,,6.56,63.92%,54.23%,209.81,9.77%,3.44%,Bond,Bond
HYXU,iShares International High Yield Bond ETF,Bond,"$38,707,200",3.05%,"5,305",$48.45,0.52%,No,False,-1.23%,-2.60%,3.87%,3.40%,4.68%,"-$4,838,400.00","-$4,838,400.00","-$4,838,400.00","-$9,867,570.00","-$9,517,850.00","-$1,268,120.00",High Yield Bonds,2012-04-03,0.40%,,$2.40,2024-12-18,$2.40,4.96%,0.0,0.57,356.0,7.83%,40%,20%,1099,$48.55,$50.15,$48.35,$48.65,46.16,B-,B,C+,C,C,A,6.14,76.87%,39.32%,114.56,8.04%,4.71%,Bond,Bond
THY,Toews Agility Shares Dynamic Tactical Income ETF,Bond,"$36,168,000",-0.61%,"12,644",$22.02,0.59%,No,False,0.46%,-0.82%,3.09%,2.04%,,"$1,669,500.00","$548,000.00","-$555,000.00","$5,676,500.00","$4,878,000.00","$38,350,225.25",High Yield Bonds,2020-06-25,1.15%,,$1.06,2025-03-14,$0.10,4.83%,0.0,0.18,9.0,100.00%,40%,20%,1099,$21.88,$22.14,$21.95,$22.07,47.13,C+,C,,A,,,5.64,11.46%,29.61%,243.69,7.02%,3.33%,Bond,Bond
UST,ProShares Ultra 7-10 Year Treasury,Bond,"$35,693,100",5.00%,"15,913",$42.81,-2.15%,No,2x,-1.21%,1.25%,6.22%,-6.10%,-8.87%,"$13,865,579.00","$17,239,917.00","$16,379,629.00","$22,854,217.00","$27,962,219.00","$13,444,996.50",Leveraged Bonds,2010-01-19,0.95%,,$1.57,2025-03-26,$0.31,3.62%,0.0,0.09,1.0,100.00%,40%,20%,1099,$41.36,$44.01,,,52.03,A,A-,C+,A,A,A,0.0,,,,,,Bond,Bond
MNBD,ALPS Intermediate Municipal Bond ETF,Bond,"$34,746,300",-1.40%,761,$24.98,-1.23%,No,False,-2.02%,-2.39%,1.31%,,,$0.00,$0.00,$0.00,"$3,198,000.00","$14,715,500.00","$14,715,500.00",National Munis,2022-05-19,0.50%,,$0.98,2025-03-20,$0.07,3.88%,0.0,0.26,125.0,23.22%,40%,20%,1099,$25.19,$25.70,$24.92,$25.11,33.72,C+,B+,C+,A,A-,,0.0,,,,,,Bond,Bond
AHYB,American Century  Select High Yield ETF,Bond,"$33,317,000",-1.69%,"1,873",$44.10,-1.03%,No,False,-3.35%,-3.59%,3.50%,3.64%,,$0.00,$0.00,$0.00,$0.00,"$2,261,030.00","$17,650,445.00",High Yield Bonds,2021-11-16,0.45%,,$2.69,2025-04-01,$0.22,6.06%,0.0,0.53,537.0,9.79%,40%,20%,1099,$44.55,$46.26,$43.83,$44.58,26.76,C,C,,C+,,,5.5,47.52%,27.74%,306.99,10.97%,2.56%,Bond,Bond
MBND,SPDR Nuveen Municipal Bond ETF,Bond,"$28,435,800",-2.41%,"17,424",$26.65,-0.89%,No,False,-2.24%,-3.33%,0.44%,1.43%,,"-$24,508,492.90",$0.00,"-$24,508,492.90","-$19,010,464.90","-$7,150,829.60","$1,762,018.60",Government Bonds,2021-02-03,0.40%,,$0.78,2025-04-01,$0.07,2.91%,0.0,0.22,74.0,29.78%,40%,20%,1099,$26.91,$27.66,$26.62,$26.69,30.43,C,C,B+,B+,A,,0.0,,,,,,Bond,Bond
MMCA,NYLI MacKay California Muni Intermediate ETF,Bond,"$26,460,000",-1.53%,"2,858",$20.86,-1.37%,No,False,-2.34%,-2.58%,0.56%,0.58%,,"$1,073,200.00",$0.00,$0.00,"$2,162,800.00","-$16,260,050.00","-$16,260,050.00",California Munis,2021-12-21,0.37%,,$0.77,2025-04-01,$0.07,3.64%,0.0,0.32,58.0,35.95%,40%,20%,1099,$21.07,$21.51,$20.78,$21.00,31.28,B+,A-,,A-,,,0.0,,,,,,Bond,Bond
JHMU,John Hancock Dynamic Municipal Bond ETF,Bond,"$25,579,400",-1.93%,"5,950",$25.21,-1.18%,No,False,-2.51%,-2.96%,1.54%,,,"$1,942,395.00","$645,390.00","$1,293,282.50","$3,910,805.00","$25,259,232.50","$25,259,232.50",National Munis,2023-11-01,0.39%,,$2.02,2025-03-27,$0.08,7.91%,21.53,0.43,125.0,22.58%,40%,20%,1099,$25.48,$26.12,$25.11,$25.37,32.89,,A-,,,B,,0.0,,,,,,Bond,Bond
BBIB,JPMorgan BetaBuilders U.S. Treasury Bond 3-10 Year ETF,Bond,"$21,207,600",3.40%,"1,260",$98.52,-0.04%,No,False,0.06%,1.16%,6.59%,,,"$1,207,250.00",$0.00,$0.00,"$16,921,575.00","$21,122,675.50","$21,122,675.50",Government Bonds,2023-04-19,0.04%,,$3.54,2025-04-01,$0.34,3.59%,,,91.0,23.07%,40%,20%,1099,$96.84,$99.23,$98.38,$98.62,59.18,C,B+,,,B,,5.86,16.92%,33.79%,3.34,0.00%,0.00%,Bond,Bond
PST,ProShares UltraShort 7-10 Year Treasury,Bond,"$14,772,100",-3.87%,"19,710",$22.88,1.55%,Yes,-2x,0.69%,-1.36%,-1.23%,9.07%,9.64%,"$1,201,485.00",$0.00,"-$7,865.00","-$1,088,715.00","-$113,336,895.00","-$49,527,820.00",Inverse Bonds,2008-05-01,0.95%,,$0.87,2025-03-26,$0.17,3.81%,0.0,-0.1,2.0,100.00%,40%,20%,1099,$21.83,$23.87,,,47.07,A,C+,B+,A,C,A-,0.0,,,,,,Bond,Bond
MBNE,SPDR Nuveen Municipal Bond ESG ETF,Bond,"$12,988,800",-2.51%,"2,910",$28.42,-1.46%,No,False,-1.86%,-3.44%,-0.43%,1.19%,,"-$26,290,033.90",$0.00,"-$26,290,033.90","-$26,290,033.90","-$16,068,535.20","$10,931,464.80",National Munis,2022-04-04,0.43%,,$0.99,2025-04-01,$0.09,3.47%,0.0,0.21,37.0,45.59%,40%,20%,1099,$28.69,$29.58,$28.13,$28.70,24.48,,A-,,,,,0.0,,,,,,Bond,Bond
TBX,ProShares Short 7-10 Year Treasury,Bond,"$12,692,700",-2.15%,"10,018",$28.24,0.25%,Yes,-1x,1.41%,-0.65%,1.25%,6.21%,5.66%,"-$1,451,165.00",$0.00,"-$714,047.50","-$2,521,375.00","-$171,491,965.00","-$31,511,452.50",Inverse Bonds,2011-04-04,0.95%,,$1.93,2025-03-26,$0.22,6.84%,0.0,-0.06,2.0,100.00%,40%,20%,1099,$27.86,$28.70,$28.06,$28.42,48.01,A-,C,B+,A,,A-,0.0,,,,,,Bond,Bond
BBBI,BondBloxx BBB Rated 5-10 Year Corporate Bond ETF,Bond,"$12,521,900",0.01%,"3,168",$49.45,-1.22%,No,False,-2.55%,-1.89%,4.68%,,,"$2,501,270.00",$0.00,$0.00,"$7,638,565.00","$10,151,080.00","$10,151,080.00",Corporate Bonds,2024-01-25,0.19%,,$2.47,2025-04-01,$0.23,4.93%,,,1018.0,5.28%,40%,20%,1099,$49.90,$51.04,$49.22,$49.90,36.78,,A,,,C+,,6.56,86.84%,54.24%,211.05,10.03%,4.08%,Bond,Bond
HYUP,Xtrackers High Beta High Yield Bond ETF,Bond,"$9,908,790",-3.62%,"1,600",$39.48,-0.13%,No,False,-4.47%,-5.54%,4.97%,4.15%,7.25%,$0.00,$0.00,$0.00,"-$2,129,400.00","-$8,329,900.00","-$130,445,950.00",High Yield Bonds,2018-01-11,0.20%,,$3.26,2025-04-01,$0.28,8.21%,0.0,0.51,636.0,6.51%,40%,20%,1099,$39.99,$42.32,$39.27,$39.91,23.32,C,A,C+,C,A,,4.98,2.84%,21.16%,226.35,3.85%,2.67%,Bond,Bond
GMUN,Goldman Sachs Community Municipal Bond ETF,Bond,"$9,768,000",-1.27%,231,$48.29,-1.19%,No,False,-1.84%,-2.40%,0.36%,,,$0.00,$0.00,$0.00,$0.00,"-$10,040,000.00","-$10,040,000.00",National Munis,2023-03-07,0.08%,,$1.45,2025-04-01,$0.12,2.98%,0.0,0.0,280.0,6.48%,40%,20%,1099,$48.69,$49.54,$48.14,$48.60,32.81,,A-,,,C+,,0.0,,,,,,Bond,Bond
UJB,ProShares Ultra High Yield,Bond,"$9,544,750",-6.01%,"18,858",$67.47,-1.16%,No,2x,-7.65%,-8.81%,2.30%,1.86%,7.10%,"-$6,333,510.00",$0.00,"-$11,021,529.00","$2,441,936.00","$3,913,274.50","$8,378,064.50",Leveraged Bonds,2011-04-13,0.95%,,$2.31,2025-03-26,$0.54,3.38%,0.0,0.89,2.0,100.00%,40%,20%,1099,$69.03,$75.70,$66.83,$68.60,24.52,B-,C,A-,A,A+,B+,0.0,,,,,,Bond,Bond
TYO,Direxion Daily 7-10 Year Treasury Bear 3x Shares,Bond,"$9,419,200",-6.90%,"30,777",$13.64,1.19%,Yes,-3x,1.49%,-1.69%,-2.49%,11.29%,13.03%,"-$5,761,100.00","-$674,300.00","-$1,358,900.00","-$4,085,550.00","-$41,923,900.00","-$16,558,650.00",Inverse Bonds,2009-04-16,1.00%,,$0.58,2025-03-25,$0.23,4.33%,0.0,-0.15,1.0,100.00%,40%,20%,1099,$13.05,$14.23,$13.46,$13.76,47.42,B+,B-,B+,B+,A,C+,5.07,0.00%,22.16%,1.57,0.00%,0.00%,Bond,Bond
TLT,iShares 20+ Year Treasury Bond ETF,Bond,"$49,320,500,000",2.21%,"39,079,156",$88.35,-1.89%,No,False,-3.43%,-1.60%,0.72%,-8.15%,-9.50%,"-$2,728,139,429.70","-$2,018,148,981.70","-$1,143,762,040.20","$3,005,848,291.50","$40,252,230,661.50","$46,387,802,791.50",Government Bonds,2002-07-22,0.15%,2 Platforms,$3.77,2025-04-01,$0.33,4.26%,0.0,0.06,48.0,48.01%,40%,20%,1099.0,$88.13,$92.62,$87.65,$89.63,44.58,A+,C+,C,C,A-,C+,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
MBB,iShares MBS ETF,Bond,"$36,514,300,000",2.06%,"3,155,711",$92.58,-0.63%,No,False,-1.29%,-0.24%,5.83%,0.84%,-0.84%,"$270,963,230.00","-$140,733,230.00","-$532,646,030.00","$7,434,340,230.00","$15,410,359,460.00","$18,435,457,530.00",Mortgage Backed Securities,2007-03-13,0.04%,2 Platforms,$3.73,2025-04-01,$0.33,4.03%,0.0,0.11,11179.0,8.79%,40%,20%,1099.0,$92.22,$94.21,$92.31,$93.12,47.95,A+,A,B+,A-,A-,A,0.0,,,,,,Bond,Bond
VMBS,Vanguard Mortgage-Backed Securities ETF,Bond,"$19,133,500,000",1.87%,"1,986,053",$45.71,-0.57%,No,False,-1.36%,-0.33%,5.89%,0.96%,-0.90%,"-$729,002,730.96","-$131,214,000.00","-$876,789,000.00","$1,460,601,859.36","$6,483,324,807.15","$10,306,007,305.33",Mortgage Backed Securities,2009-11-19,0.03%,2 Platforms,$1.84,2025-04-01,$0.16,4.02%,0.0,0.1,5069.0,5.29%,40%,20%,1099.0,$45.59,$46.52,$45.58,$45.97,47.42,A,A,B,A-,A,A+,0.0,,,,,,Bond,Bond
VCLT,Vanguard Long-Term Corporate Bond ETF,Bond,"$13,476,500,000",-2.18%,"2,942,421",$72.19,-2.38%,No,False,-4.96%,-4.52%,-0.50%,-2.66%,-1.74%,"-$215,837,057.93","$1,009,000.00","-$174,537,732.84","$5,856,446,546.80","$10,107,361,188.19","$11,584,021,128.77",Corporate Bonds,2009-11-19,0.04%,2 Platforms,$3.94,2025-04-01,$0.35,5.46%,0.0,0.44,2952.0,2.87%,40%,20%,1099.0,$73.75,$76.98,$71.38,$73.55,34.23,A,A,A,C,A,A,6.39,39.86%,47.12%,344.0,15.72%,2.54%,Bond,Bond
SPTL,SPDR Portfolio Long Term Treasury ETF,Bond,"$11,570,100,000",2.38%,"4,180,132",$26.55,-1.74%,No,False,-2.96%,-1.27%,2.04%,-6.74%,-8.57%,"$823,796,848.10","-$51,959,141.90","$163,516,952.30","$2,429,321,461.20","$7,650,305,306.00","$12,405,470,643.00",Government Bonds,2007-05-23,0.03%,,$1.06,2025-04-01,$0.09,3.94%,0.0,0.05,91.0,22.70%,40%,20%,1099.0,$26.45,$27.70,$26.35,$26.89,45.19,A,A+,C,C+,A,,5.86,22.22%,33.09%,1.62,0.00%,0.00%,Bond,Bond
TLH,iShares 10-20 Year Treasury Bond ETF,Bond,"$10,090,700,000",2.62%,"1,630,273",$101.19,-1.64%,No,False,-2.75%,-1.03%,3.36%,-4.44%,-6.79%,"$3,050,723,524.10","$20,731,745.50","$123,265,775.80","$2,185,765,169.90","$8,831,772,069.90","$10,339,005,079.90",Government Bonds,2007-01-05,0.15%,,$4.18,2025-04-01,$0.37,4.06%,0.0,0.06,61.0,45.66%,40%,20%,1099.0,$100.84,$105.27,$100.49,$102.45,45.48,B+,C,C+,C+,A-,C,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
VGLT,Vanguard Long-Term Treasury ETF,Bond,"$9,920,040,000",2.40%,"2,487,842",$56.08,-1.72%,No,False,-3.04%,-1.29%,2.03%,-6.71%,-8.56%,"-$138,303,855.20","$60,721,000.00","$69,885,810.37","-$2,006,545,064.25","$7,546,948,289.25","$10,205,350,591.92",Government Bonds,2009-11-19,0.04%,2 Platforms,$2.44,2025-04-01,$0.21,4.35%,0.0,0.05,86.0,23.06%,40%,20%,1099.0,$55.88,$58.54,$55.67,$56.82,45.2,A-,A,C+,C+,A,A-,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
BOND,PIMCO Active Bond Exchange-Traded Fund,Bond,"$5,490,400,000",1.54%,"405,823",$90.67,-0.76%,No,False,-1.85%,-1.01%,5.30%,0.98%,0.21%,"$381,816,800.00","$1,957,000.00","$53,785,400.00","$1,305,533,200.00","$2,025,602,400.00","$3,211,532,100.00",Total Bond Market,2012-02-29,0.70%,,$4.61,2025-04-01,$0.38,5.09%,0.0,0.18,1240.0,28.66%,40%,20%,1099.0,$90.84,$92.86,$90.38,$91.23,43.87,A-,C+,B-,B,A-,B+,0.0,,,,,,Bond,Bond
BLV,Vanguard Long-Term Bond ETF,Bond,"$5,477,470,000",0.34%,"1,019,627",$67.89,-2.01%,No,False,-3.82%,-2.69%,1.40%,-4.30%,-4.52%,"-$1,299,000.00","$103,876,000.00","$68,508,000.00","$5,577,000.00","$1,924,613,000.00","$3,162,276,000.00",Total Bond Market,2007-04-03,0.03%,3 Platforms,$3.48,2025-04-01,$0.28,4.93%,0.0,0.26,2975.0,11.52%,40%,20%,1099.0,$68.54,$71.35,$67.30,$68.90,40.1,A,A,B,C,A,A,6.06,10.31%,37.42%,375.15,7.31%,1.11%,Bond,Bond
LMBS,First Trust Low Duration Opportunities ETF,Bond,"$4,909,420,000",1.44%,"522,787",$48.86,0.33%,No,False,-0.63%,-0.07%,6.41%,3.84%,2.03%,"$200,490,050.00","$29,496,200.00","$61,409,700.00","$835,469,500.00","-$665,482,950.00","$128,732,050.00",Mortgage Backed Securities,2014-11-04,0.64%,,$2.05,2025-03-27,$0.17,4.20%,0.05,0.05,1015.0,28.13%,40%,20%,1099.0,$48.79,$49.28,,,49.28,A,B-,C,A+,B-,,0.0,,,,,,Bond,Bond
TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares,Bond,"$4,776,990,000",1.78%,"7,165,258",$40.41,-5.69%,No,3x,-10.48%,-6.37%,-15.30%,-34.88%,-35.40%,"-$837,888,350.00","-$377,036,350.00","-$393,130,900.00","$892,103,750.00","$6,560,471,012.16","$6,947,482,712.16",Leveraged Bonds,2009-04-16,0.91%,,$1.68,2025-03-25,$0.29,3.92%,0.0,0.2,2.0,100.00%,40%,20%,1099.0,$40.51,$46.89,$39.41,$42.24,43.08,A-,C+,C,C+,B+,A,5.76,0.00%,31.43%,1.57,0.00%,0.00%,Bond,Bond
EDV,Vanguard Extended Duration Treasury ETF,Bond,"$3,695,600,000",0.27%,"1,144,060",$67.15,-2.68%,No,False,-5.73%,-3.58%,-3.16%,-13.14%,-13.74%,"-$66,041,750.00","-$200,552,250.00","-$90,141,250.00","$769,453,250.00","$3,282,604,000.00","$3,773,190,000.00",Government Bonds,2007-12-06,0.05%,2 Platforms,$3.18,2025-04-01,$0.79,4.48%,0.0,0.06,61.0,37.57%,40%,20%,1099.0,$67.56,$72.47,$66.31,$68.73,42.2,B,A-,C,C,A+,A-,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
HYD,VanEck High Yield Muni ETF,Bond,"$3,328,730,000",-4.44%,"832,156",$49.08,-0.89%,No,False,-4.23%,-4.96%,-0.55%,-0.68%,2.14%,"$296,713,070.00","-$68,918,535.00","$158,057,410.00","$488,273,580.00","$498,090,810.00","$924,256,230.00",National Munis,2009-02-04,0.32%,,$2.22,2025-04-01,$0.19,4.53%,0.0,0.38,1585.0,7.39%,40%,20%,1099.0,$49.98,$52.31,$48.64,$49.74,26.19,A,C+,A,C+,A+,B+,0.0,,,,,,Bond,Bond
PZA,Invesco National AMT-Free Municipal Bond ETF,Bond,"$2,918,460,000",-5.29%,"1,622,124",$22.18,-1.55%,No,False,-4.31%,-5.20%,-2.88%,-0.42%,-0.20%,"-$72,432,950.00","-$26,565,600.00","-$54,770,050.00","$274,770,700.00","$887,351,700.00","$1,318,731,950.00",National Munis,2007-10-11,0.28%,,$0.77,2025-03-24,$0.07,3.38%,0.0,0.19,3643.0,3.41%,40%,20%,1099.0,$22.59,$23.60,$21.97,$22.41,28.76,A,B,B+,C+,A,B,0.0,,,,,,Bond,Bond
IGLB,iShares 10+ Year Investment Grade Corporate Bond ETF,Bond,"$2,570,930,000",-2.01%,"802,740",$47.79,-2.17%,No,False,-4.88%,-4.47%,-0.15%,-2.53%,-1.52%,"-$87,709,810.00","-$63,697,460.00","-$58,567,610.00","$507,664,300.00","$1,365,653,620.00","$1,324,343,250.00",Corporate Bonds,2009-12-08,0.04%,,$2.55,2025-04-01,$0.22,5.11%,0.0,0.44,3769.0,3.38%,40%,20%,1099.0,$48.81,$50.91,$47.27,$48.67,33.76,A-,A,A,C,A,,6.33,33.68%,44.66%,394.71,15.08%,2.68%,Bond,Bond
ZROZ,PIMCO 25+ Year Zero Coupon US Treasury Index Exchange-Traded Fund,Bond,"$1,523,880,000",-0.01%,"405,960",$67.87,-3.04%,No,False,-5.80%,-3.82%,-4.95%,-15.44%,-15.20%,"-$23,725,000.00","-$39,723,500.00","-$18,773,000.00","$418,218,500.00","$1,543,174,500.00","$1,759,181,000.00",Government Bonds,2009-10-30,0.15%,Charles Schwab,$3.15,2025-04-01,$0.78,4.49%,0.0,0.07,21.0,58.36%,40%,20%,1099.0,$67.97,$73.49,$66.90,$69.66,43.14,B,B-,C,C,A,C,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
SPLB,SPDR Portfolio Long Term Corporate Bond ETF,Bond,"$1,133,290,000",-2.16%,"2,309,939",$21.47,-2.10%,No,False,-4.92%,-4.55%,-0.48%,-2.68%,-1.84%,"$209,740,777.00","-$47,325,551.40","$17,396,097.70","$405,925,834.60","$469,025,446.30","$895,222,810.60",Corporate Bonds,2009-03-10,0.04%,,$1.17,2025-04-01,$0.10,5.31%,0.0,0.46,3077.0,2.76%,40%,20%,1099.0,$21.93,$22.90,$21.21,$21.89,33.78,A,A,A,C,A,,6.36,37.46%,46.09%,368.06,15.30%,2.44%,Bond,Bond
TLTW,iShares 20+ Year Treasury Bond BuyWrite Strategy ETF,Bond,"$1,067,460,000",2.52%,"851,340",$23.22,-1.40%,No,False,-3.19%,-1.56%,4.01%,,,"$96,092,505.00","-$68,108,237.50","-$25,764,130.00","$272,911,897.50","$1,353,776,807.50","$1,353,776,807.50",Government Bonds,2022-08-18,0.35%,,$3.56,2025-04-02,$0.26,15.33%,0.0,-0.85,2.0,100.00%,40%,20%,1099.0,$23.30,$24.15,$23.06,$23.53,42.64,B+,C,C+,C+,A,,5.86,0.00%,33.72%,0.0,0.00%,0.00%,Bond,Bond
SCHQ,Schwab Long-Term U.S. Treasury ETF,Bond,"$943,254,000",2.63%,"398,353",$31.92,-1.66%,No,False,-2.95%,-1.24%,2.08%,-6.68%,-8.58%,"$213,584,500.00","$9,865,500.00","$145,714,000.00","$318,983,500.00","$935,954,000.00","$988,488,000.00",Government Bonds,2019-10-10,0.03%,,$1.41,2025-04-01,$0.10,4.43%,0.0,0.14,91.0,22.34%,40%,20%,1099.0,$31.79,$33.30,$31.68,$32.33,45.39,B,A,C+,C+,B+,,5.86,22.73%,33.10%,1.62,0.00%,0.00%,Bond,Bond
DFIP,Dimensional Inflation-Protected Securities ETF,Bond,"$881,738,000",3.17%,"65,871",$41.59,-0.34%,No,False,-1.32%,0.32%,5.77%,0.44%,,"$54,682,873.31","$1,059,726.19","$22,934,631.01","$361,507,263.71","$742,719,103.71","$881,014,901.21",Government Bonds,2021-11-15,0.11%,,$1.68,2025-03-25,$0.14,4.03%,0.0,0.4,19.0,83.64%,40%,20%,1099.0,$41.20,$42.38,$41.48,$41.80,49.96,B-,B-,C+,B,,,5.86,26.92%,33.16%,1.62,0.00%,0.00%,Bond,Bond
GSST,Goldman Sachs Ultra Short Bond ETF,Bond,"$870,882,000",1.29%,"213,211",$50.30,-0.02%,No,False,-0.11%,0.15%,5.70%,4.66%,3.31%,"$206,376,250.00","$73,024,000.00","$67,961,250.00","$273,019,250.00","$408,133,250.00","$781,375,250.00",Mortgage Backed Securities,2019-04-15,0.16%,,$2.68,2025-04-01,$0.19,5.32%,0.0,0.04,334.0,34.78%,40%,20%,1099.0,$50.18,$50.41,,,60.14,,A-,,,,,0.0,,,,,,Bond,Bond
BSCW,Invesco BulletShares 2032 Corporate Bond ETF,Bond,"$794,720,000",0.75%,"192,181",$20.02,-0.74%,No,False,-1.96%,-1.19%,5.03%,,,"$87,464,250.00","-$21,422,250.00","-$6,150,750.00","$365,992,950.00","$788,827,500.00","$788,827,500.00",Corporate Bonds,2022-09-08,0.10%,,$1.02,2025-03-24,$0.08,5.11%,0.0,-0.56,261.0,12.80%,40%,20%,1099.0,$20.07,$20.53,$19.89,$20.17,40.93,,A,,,,,6.46,47.42%,50.16%,270.95,16.31%,4.03%,Bond,Bond
LTPZ,PIMCO 15+ Year US TIPS Index Exchange-Traded Fund,Bond,"$701,982,000",0.70%,"129,265",$51.98,-1.91%,No,False,-4.94%,-3.00%,0.27%,-8.70%,-5.14%,"-$3,409,500.00","-$13,437,500.00","-$2,758,500.00","-$8,282,000.00","$236,433,000.00","$734,998,000.00",Inflation-Protected Bonds,2009-09-03,0.20%,,$2.13,2025-04-01,$0.45,4.01%,0.0,0.38,16.0,82.91%,40%,20%,1099.0,$52.54,$55.15,$51.56,$52.82,38.36,B+,B-,A+,C,B-,C,5.86,75.38%,33.72%,0.0,0.00%,0.00%,Bond,Bond
PWZ,Invesco California AMT-Free Municipal Bond ETF,Bond,"$692,458,000",-7.31%,"179,668",$22.71,-2.11%,No,False,-5.49%,-7.05%,-4.64%,-0.95%,-0.21%,"$9,808,450.00",$0.00,"-$4,838,000.00","-$119,592,300.00","$87,801,100.00","$322,408,700.00",California Munis,2007-10-11,0.28%,Charles Schwab,$0.81,2025-03-24,$0.07,3.42%,0.0,0.16,669.0,7.33%,40%,20%,1099.0,$23.37,$24.63,$22.50,$23.14,26.45,A+,A,A+,B+,A,A-,0.0,,,,,,Bond,Bond
LGOV,First Trust Long Duration Opportunities ETF,Bond,"$658,945,000",3.66%,"283,985",$21.39,-0.47%,No,False,-1.06%,0.22%,6.14%,-1.98%,-2.94%,"$25,645,250.00",$0.00,"$28,450.00","$215,696,750.00","$639,551,250.00","$662,886,700.00",Mortgage Backed Securities,2019-01-22,0.67%,,$0.84,2025-03-27,$0.07,3.91%,0.0,0.12,116.0,22.53%,40%,20%,1099.0,$21.11,$21.81,,,51.05,C,B,,C,C,,0.0,,,,,,Bond,Bond
